100	0.000282706
200	0.00072936
300	0.00101281
400	0.00138012
500	0.00180131
600	0.00232997
700	0.00278703
800	0.00336632
900	0.00386255
1000	0.00447315
1100	0.00516457
1200	0.00560553
1300	0.00624443
1400	0.00694039
1500	0.00746432
1600	0.00839403
1700	0.00889315
1800	0.00965316
1900	0.0103617
2000	0.0110214
2100	0.0117647
2200	0.0126681
2300	0.0134372
2400	0.0141696
2500	0.0148283
2600	0.0162648
2700	0.0165585
2800	0.0173628
2900	0.0183974
3000	0.0189092
3100	0.0197658
3200	0.0207791
3300	0.0213903
3400	0.0227683
3500	0.0234518
3600	0.0243776
3700	0.0255724
3800	0.0262
3900	0.0273182
4000	0.0283276
4100	0.0290833
4200	0.0302253
4300	0.030945
4400	0.0319164
4500	0.0329959
4600	0.0341917
4700	0.0351347
4800	0.0361186
4900	0.0370791
5000	0.0386053
5100	0.0392213
5200	0.0403025
5300	0.0414971
5400	0.0424104
5500	0.0440995
5600	0.0446232
5700	0.0459685
5800	0.0468602
5900	0.0477347
6000	0.0492574
6100	0.0502399
6200	0.0512409
6300	0.0527419
6400	0.0534851
6500	0.0548511
6600	0.056755
6700	0.0571181
6800	0.0587366
6900	0.0702022
7000	0.0631166
7100	0.0640217
7200	0.063782
7300	0.0654282
7400	0.0663783
7500	0.0674473
7600	0.0684463
7700	0.0690267
7800	0.0709065
7900	0.0720238
8000	0.0731515
8100	0.0746675
8200	0.0759059
8300	0.0770004
8400	0.0782212
8500	0.0803234
8600	0.0811933
8700	0.0819955
8800	0.0848955
8900	0.0846102
9000	0.0859778
9100	0.0878527
9200	0.0891476
9300	0.0913155
9400	0.0918018
9500	0.0930512
9600	0.0944537
9700	0.0958189
9800	0.0975447
9900	0.0978174
10000	0.100758
10100	0.101612
10200	0.103286
10300	0.104272
10400	0.107919
10500	0.107318
10600	0.109747
10700	0.109214
10800	0.112715
10900	0.113844
11000	0.115392
11100	0.11581
11200	0.116851
11300	0.118014
11400	0.121616
11500	0.122332
11600	0.123331
11700	0.123849
11800	0.126673
11900	0.128228
12000	0.130136
